AuthorID,Avg_Reference_Count,Avg_Citation_Count,Avg_C5,Avg_Log10_C5,Max_C5,Avg_Disruption,Avg_WSB_Cinf,Avg_WSB_mu,Avg_WSB_sigma,Avg_SB_B,Avg_SB_T,Total_NSF_Count
2792901923,0,,0,0,0,1,,,,,0,
3208609063,1,,0,0,0,1,,,,,0,
3211509991,0,,0,0,0,1,,,,,0,
2198853090,0,,0,0,0,9,,,,,0,
2638020471,0,,0,0,0,1,,,,,0,
2483974039,0,,0,0,0,2,,,,,0,
2648250415,0,,0,0,0,1,,,,,0,
2660406097,0,,0,0,0,1,,,,,0,
2666377980,0,,0,0,0,1,,,,,0,
2680078931,0,,0,0,0,1,,,,,0,
2796348665,0,,0,0,0,1,,,,,0,
3089518021,0,,0,0,0,1,,,,,0,
2898939065,0,,0,0,0,1,,,,,0,
2241638385,0,,0,0,0,1,,,,,0,
2316108158,0,,0,0,0,1,,,,,0,
2645789984,0,,0,0,0,1,,,,,0,
2624145435,0,,0,0,0,1,,,,,0,
2629445864,0,,0,0,0,1,,,,,0,
2300068680,0,,0,0,0,4,,,,,0,
2598400491,0,,0,0,0,2,,,,,0,
2519539133,0,,0,0,0,1,,,,,0,
2607229893,0,,0,0,0,2,,,,,0,
2126175309,0,,0,0,0,1,,,,,0,
2722763221,1.25,,0,0,0,2.5,,,,,0,
3106016253,1,,0,0,0,1,,,,,0,
3011561221,1,,0,0,0,2,,,,,0,
2798545818,0,,0,0,0,1,,,,,0,
2652148745,2,,0,0,0,1,0,,,0,0,
2690890506,2,,0,0,0,1,0.5,,,1,0,
1897396845,2,,0,0,0,2,,,,,0,
3117215460,1,,0,0,0,2,,,,,0,
1825786524,0,,0,0,0,4,,,,,0,
2936321625,0,,0,0,0,1,,,,,0,
2657178381,0,,0,0,0,1,,,,,0,
2945275204,0,,0,0,0,1,,,,,0,
2475712141,0,,0,0,0,1,,,,,0,
3101485591,0,,0,0,0,1,,,,,0,
2499559357,0,,0,0,0,1,,,,,0,
2507024689,1,,0,0,0,1,,,,,0,
2384659873,0,,0,0,0,1,,,,,0,
2721756732,0,,0,0,0,1,,,,,0,
2653284367,0,,0,0,0,2,,,,,0,
2376015797,0,,0,0,0,1,,,,,0,
2901632230,22.75,,0,0,0,3,,,,,0,
2658378428,2,,0,0,0,1,1,,,2,0,
2374065793,0,,0,0,0,1,,,,,0,
2650549030,0,,0,0,0,1,,,,,0,
2690164498,0,,0,0,0,1,,,,,0,
2183957424,0,,0,0,0,1,,,,,0,
2708670593,0,,0,0,0,1,,,,,0,
3000011948,0,,0,0,0,1,,,,,0,
2971215332,1,,0,0,0,1,,,,,0,
2157723947,0,,0,0,0,1,,,,,0,
2675585594,0,,0,0,0,1,,,,,0,
2777060962,0,,0,0,0,1,,,,,0,
2954744517,11,,0,0,0,1,,,,,0,
2505046829,1,,0,0,0,1,,,,,0,
3027294891,1,,0,0,0,1,,,,,0,
2263849467,0,,0,0,0,2,,,,,0,
2567266025,0,,0,0,0,1,,,,,0,
2908701230,5,,0,0,0,1,,,,,0,
2646936415,0,,0,0,0,1,,,,,0,
2566615586,0,,0,0,0,1,,,,,0,
3138480227,2,,0,0,0,1,,,,,0,
204133966,0,,0,0,0,1,,,,,0,
2732088445,0,,0,0,0,1,,,,,0,
3003432342,0,,0,0,0,10,,,,,0,
2640522553,0,,0,0,0,1,,,,,0,
2884640410,0,,0,0,0,3,,,,,0,
1862796296,0,,0,0,0,1,,,,,0,
2808847566,0,,0,0,0,1,,,,,0,
2561672527,0,,0,0,0,3,,,,,0,
3162701076,0,,0,0,0,12,,,,,0,
2341524490,0,,0,0,0,1,,,,,0,
2572003381,0,,0,0,0,2,,,,,0,
2640402976,0,,0,0,0,1,,,,,0,
2148970959,0,,0,0,0,1,,,,,0,
2184965630,0,,0,0,0,1,,,,,0,
2944967466,0,,0,0,0,2,,,,,0,
2273669165,1,,0,0,0,1,,,,,0,
2101327474,0.5,,0,0,0,2,1.5,,,3,0,
2901729369,1,,0,0,0,1,,,,,0,
3093133057,1,,0,0,0,1,,,,,0,
2947629166,0,,0,0,0,1,,,,,0,
2768240039,0,,0,0,0,1,,,,,0,
2584485435,0,,0,0,0,2,,,,,0,
3014280736,0,,0,0,0,1,,,,,0,
2694537980,1,,0,0,0,1,,,,,0,
2334927130,0,,0,0,0,1,,,,,0,
1521487924,0,,0,0,0,1,,,,,0,
3194459848,0,,0,0,0,1,,,,,0,
2766715927,0,,0,0,0,11,,,,,0,
2665197966,0,,0,0,0,1,,,,,0,
2331365017,0,,0,0,0,1,,,,,0,
3046250657,0,,0,0,0,2,,,,,0,
2658386793,0.5,,0,0,0,1,1.5,,,3,0,
2480656373,0,,0,0,0,5,,,,,0,
2764571099,0,,0,0,0,2,,,,,0,
2706235926,2,,0,0,0,1,0.5,,,1,0,
2902266982,0,,0,0,0,1,,,,,0,
2560651365,0,,0,0,0,1,,,,,0,
2621866645,0,,0,0,0,1,,,,,0,
2428691900,0,,0,0,0,1,,,,,0,
2669456438,0,,0,0,0,1,,,,,0,
2254685434,0,,0,0,0,5,,,,,0,
2758995081,0,,0,0,0,2,,,,,0,
3115918080,0,,0,0,0,1,,,,,0,
2565354173,0,,0,0,0,1,,,,,0,
3169592922,0,,0,0,0,1,,,,,0,
2974365528,1,,0,0,0,1,,,,,0,
2162613805,0,,0,0,0,1,,,,,0,
2615750906,0,,0,0,0,2,,,,,0,
2984174086,1,,0,0,0,1,,,,,0,
2116197092,0,,0,0,0,1,,,,,0,
2258289012,0,,0,0,0,2,,,,,0,
2712982814,0,,0,0,0,1,,,,,0,
2917419588,0,,0,0,0,1,,,,,0,
2995005376,0,,0,0,0,1,,,,,0,
2515934618,0,,0,0,0,1,,,,,0,
2585146659,0,,0,0,0,1,,,,,0,
2619378931,0,,0,0,0,1,,,,,0,
2707377312,0,,0,0,0,1,,,,,0,
2273588990,0,,0,0,0,3,,,,,0,
2577025885,0,,0,0,0,1,,,,,0,
2905528729,0,,0,0,0,1,,,,,0,
3106104488,0,,0,0,0,1,,,,,0,
3007052934,0,,0,0,0,1,,,,,0,
2721994415,0,,0,0,0,1,,,,,0,
2714248495,0,,0,0,0,1,,,,,0,
2626426820,0,,0,0,0,1,,,,,0,
2342035200,0,,0,0,0,1,,,,,0,
2651651031,0,,0,0,0,1,,,,,0,
2694894941,2,,0,0,0,1,,,,,0,
2124494680,2,,0,0,0,1,,,,,0,
3176235644,0,,0,0,0,1,,,,,0,
2478071214,0,,0,0,0,1,,,,,0,
2697000268,0,,0,0,0,1,,,,,0,
2595304898,0,,0,0,0,1,,,,,0,
2501224268,2,,0,0,0,1,,,,,0,
2787699749,0,,0,0,0,1,,,,,0,
3096373963,1,,0,0,0,1,,,,,0,
2283359042,0,,0,0,0,6,,,,,0,
3006411681,0,,0,0,0,1,,,,,0,
3009564030,0,,0,0,0,1,,,,,0,
2123823498,0,,0,0,0,3,,,,,0,
2778236121,1,,0,0,0,3,,,,,0,
2485787946,0,,0,0,0,3.25,,,,,0,
2660375699,0,,0,0,0,1,,,,,0,
3027362595,0,,0,0,0,1,,,,,0,
2576744006,0,,0,0,0,1,,,,,0,
2684153543,0,,0,0,0,1,,,,,0,
2245708666,0,,0,0,0,2,,,,,0,
2734427413,0,,0,0,0,2,,,,,0,
2478823797,0,,0,0,0,1,,,,,0,
2475856247,1,,0,0,0,2,,,,,0,
2915342035,0,,0,0,0,1,,,,,0,
2687064748,1,,0,0,0,1,,,,,0,
3171873995,0,,0,0,0,1,,,,,0,
2654264382,0,,0,0,0,1,,,,,0,
2993312493,0,,0,0,0,1,,,,,0,
2469277007,0,,0,0,0,1,,,,,0,
2640366229,0,,0,0,0,1,,,,,0,
2970563135,0,,0,0,0,3,,,,,0,
2294607506,0,,0,0,0,1,,,,,0,
2645249113,0,,0,0,0,1,,,,,0,
3106994589,0,,0,0,0,1,,,,,0,
2610418700,0,,0,0,0,2,,,,,0,
2500643890,0,,0,0,0,1,,,,,0,
2953471446,0,,0,0,0,1,,,,,0,
2948433308,0,,0,0,0,2,,,,,0,
2595850129,0,,0,0,0,2,,,,,0,
3015013355,0,,0,0,0,1,,,,,0,
2614869254,0,,0,0,0,1,,,,,0,
2487011781,0,,0,0,0,1,,,,,0,
2941390146,0,,0,0,0,1,,,,,0,
2723116433,0,,0,0,0,2,,,,,0,
2894948006,8,,0,0,0,1,,,,,0,
2505330638,0,,0,0,0,1,,,,,0,
3033334616,0,,0,0,0,2,,,,,0,
2630123835,3,,0,0,0,2,,,,,0,
2334123375,0,,0,0,0,1,,,,,0,
2664718364,0,,0,0,0,1,,,,,0,
2615872204,0,,0,0,0,3,,,,,0,
2607260587,0,,0,0,0,1,,,,,0,
2970496380,0,,0,0,0,1,,,,,0,
2995676693,0,,0,0,0,1,,,,,0,
2505289500,0,,0,0,0,1,,,,,0,
2274758130,0,,0,0,0,1,,,,,0,
299190808,0,,0,0,0,1,,,,,0,
2301402571,0,,0,0,0,1,,,,,0,
2970892629,1,,0,0,0,1,,,,,0,
95813304,0,,0,0,0,1,,,,,0,
3177218016,0,,0,0,0,1,,,,,0,
2624106552,0,,0,0,0,2,,,,,0,
2479311995,0,,0,0,0,1,,,,,0,
2644996726,0,,0,0,0,1,,,,,0,
2352584997,0,,0,0,0,1,,,,,0,
2419044621,0,,0,0,0,2,,,,,0,
2051135603,0,,0,0,0,1,,,,,0,
2712307443,0,,0,0,0,1,,,,,0,
2303360296,0,,0,0,0,1,,,,,0,
3160083804,0,,0,0,0,1,,,,,0,
2884009858,1,,0,0,0,1,,,,,0,
2405632546,0,,0,0,0,1,,,,,0,
2717367157,0,,0,0,0,1,,,,,0,
2807314077,1,,0,0,0,1,2,,,4,0,
2787455639,0,,0,0,0,4,,,,,0,
1820880746,0,,0,0,0,1,,,,,0,
2429432239,0,,0,0,0,1,,,,,0,
2353813539,0,,0,0,0,1,,,,,0,
2725367922,0,,0,0,0,1,,,,,0,
2235757577,0.5,,0,0,0,2,2.5,,,5,0,
2503589229,31,,0,0,0,1,,,,,0,
2672113236,0,,0,0,0,2,,,,,0,
2253144699,0,,0,0,0,1,,,,,0,
2647933143,0,,0,0,0,5,,,,,0,
2483249052,0,,0,0,0,1,,,,,0,
2495694894,0,,0,0,0,1,,,,,0,
2298543204,0,,0,0,0,1,,,,,0,
2733860912,0,,0,0,0,1,,,,,0,
2503113250,2,,0,0,0,2,,,,,0,
2943570752,0,,0,0,0,1,,,,,0,
2678131761,0,,0,0,0,1,,,,,0,
2651156416,0,,0,0,0,2,,,,,0,
2775860652,1.5,,0,0,0,1,,,,,0,
2648914352,7,,0,0,0,1,,,,,0,
2732231069,1,,0,0,0,1,,,,,0,
977069307,0,,0,0,0,1,,,,,0,
3022554596,0,,0,0,0,1,,,,,0,
2399045186,0,,0,0,0,1,,,,,0,
3202745063,0,,0,0,0,1,,,,,0,
2043748095,1,,0,0,0,1,,,,,0,
2478798746,0,,0,0,0,1,,,,,0,
2999113569,1,,0,0,0,1,,,,,0,
2630168720,0,,0,0,0,1,,,,,0,
2712245593,4,,0,0,0,1,,,,,0,
2613942658,0,,0,0,0,1,,,,,0,
2501433873,0,,0,0,0,2,,,,,0,
2614163044,0,,0,0,0,1,,,,,0,
2519493491,0,,0,0,0,1,,,,,0,
2265597568,0,,0,0,0,1,,,,,0,
2504448677,0,,0,0,0,1,,,,,0,
2530199902,0,,0,0,0,2,,,,,0,
3022648970,0,,0,0,0,2,,,,,0,
2602742580,0,,0,0,0,1,,,,,0,
2805261395,0,,0,0,0,1,,,,,0,
2680081830,0,,0,0,0,1,,,,,0,
2717909786,0,,0,0,0,1,,,,,0,
3206616871,0,,0,0,0,80,,,,,0,
2555804082,0,,0,0,0,2,,,,,0,
2731999717,0,,0,0,0,1,,,,,0,
2672518595,1,,0,0,0,1,,,,,0,
2491481793,0,,0,0,0,1,,,,,0,
2552463254,0,,0,0,0,1,,,,,0,
2688534376,128,,0,0,0,1,,,,,0,
3022391137,0,,0,0,0,1,,,,,0,
2233915721,1,,0,0,0,2,,,,,0,
2482760405,2,,0,0,0,1,,,,,0,
2023688510,0,,0,0,0,2,,,,,0,
2511235398,1,,0,0,0,1,,,,,0,
3117506432,0,,0,0,0,1,,,,,0,
2524800007,1,,0,0,0,1,,,,,0,
2412659361,0,,0,0,0,2,,,,,0,
2705131259,0,,0,0,0,1,,,,,0,
2713441125,0,,0,0,0,1,,,,,0,
2677740117,0,,0,0,0,1,,,,,0,
2487978558,0,,0,0,0,1,,,,,0,
2479973288,0,,0,0,0,1,,,,,0,
2487053684,0,,0,0,0,1,,,,,0,
2567272209,0,,0,0,0,1,,,,,0,
2736228778,0,,0,0,0,1,,,,,0,
2668599280,0,,0,0,0,1,,,,,0,
2923512240,0,,0,0,0,2,,,,,0,
2744269314,0,,0,0,0,2,,,,,0,
2254021812,0,,0,0,0,1,,,,,0,
2488188434,0,,0,0,0,1,,,,,0,
2902635458,1,,0,0,0,1,,,,,0,
2484597407,0,,0,0,0,1,,,,,0,
2604468351,0,,0,0,0,1,,,,,0,
2672723514,0.2,,0,0,0,1,,,,,0,
2491131385,0,,0,0,0,1,,,,,0,
2494316604,0,,0,0,0,1,,,,,0,
2662720253,0,,0,0,0,1,,,,,0,
3037150616,0,,0,0,0,2,,,,,0,
2156728166,6,,0,0,0,2,,,,,0,
2683021090,0,,0,0,0,1,,,,,0,
3215771768,0,,0,0,0,2,,,,,0,
2587655985,0,,0,0,0,1,,,,,0,
2431551893,0,,0,0,0,3,,,,,0,
2533880569,0,,0,0,0,1,,,,,0,
2479927995,0,,0,0,0,1,,,,,0,
2660188781,0,,0,0,0,1,,,,,0,
3199522258,3,,0,0,0,1,,,,,0,
2624570737,0,,0,0,0,1,,,,,0,
2497016164,0.19999999999999998,,0,0,0,1,,,,,0,
3189246420,0,,0,0,0,1,,,,,0,
2313197553,3,,0,0,0,1,0,,,0,0,
2463326510,0.5,,0,0,0,2,,,,,0,
2125550620,3,,0,0,0,1,,,,,0,
2653728284,0,,0,0,0,1,,,,,0,
3203445460,2,,0,0,0,2,,,,,0,
2798206410,0,,0,0,0,1,,,,,0,
2659701396,0,,0,0,0,1,,,,,0,
3120542649,0,,0,0,0,1,,,,,0,
2670919833,0,,0,0,0,1,,,,,0,
3023799111,0,,0,0,0,8,,,,,0,
2936790383,0,,0,0,0,1,,,,,0,
2192456929,1,,0,0,0,1,0,,,0,0,
2488255090,0,,0,0,0,1,,,,,0,
2732307454,0,,0,0,0,1,,,,,0,
2640321751,0,,0,0,0,1,,,,,0,
3205993774,0,,0,0,0,2,,,,,0,
2727236979,0,,0,0,0,1,,,,,0,
2503361099,0,,0,0,0,1,,,,,0,
3151976266,0,,0,0,0,1,,,,,0,
2663311363,0,,0,0,0,1,,,,,0,
2645395382,0,,0,0,0,1,,,,,0,
2720251010,0,,0,0,0,1,,,,,0,
2528554635,0,,0,0,0,3,,,,,0,
2338399377,0,,0,0,0,1,,,,,0,
2978624393,0,,0,0,0,1,,,,,0,
2383594088,0,,0,0,0,1,,,,,0,
2712765147,0,,0,0,0,38,,,,,0,
2801634040,0,,0,0,0,1,,,,,0,
2618237551,1,,0,0,0,1,,,,,0,
2698659063,0,,0,0,0,1,,,,,0,
3199462234,0,,0,0,0,1,,,,,0,
3114485214,0,,0,0,0,1,,,,,0,
2505150244,3,,0,0,0,1,,,,,0,
2946351513,1,,0,0,0,3,0.5,,,1,0,
2660675119,0,,0,0,0,6,,,,,0,
2651923069,0,,0,0,0,1,,,,,0,
3131120269,0,,0,0,0,1,,,,,0,
2761983799,0,,0,0,0,1.25,,,,,0,
2168303509,0,,0,0,0,1,,,,,0,
2494304557,0,,0,0,0,1,,,,,0,
2676251760,0,,0,0,0,1,,,,,0,
3194631337,0,,0,0,0,1,,,,,0,
2668157477,0,,0,0,0,24,,,,,0,
2942517388,0,,0,0,0,1,,,,,0,
2997996488,0,,0,0,0,1,,,,,0,
2522592462,0,,0,0,0,4,,,,,0,
2122047007,3,,0,0,0,1,,,,,0,
2540815299,0,,0,0,0,4,,,,,0,
2505137114,0,,0,0,0,1,,,,,0,
2632455770,0,,0,0,0,1,,,,,0,
2785714951,0,,0,0,0,2,,,,,0,
1506613168,0,,0,0,0,6,,,,,0,
2661353112,0,,0,0,0,1,,,,,0,
2553776343,0,,0,0,0,1,,,,,0,
2736851718,0,,0,0,0,1,,,,,0,
3174463691,0,,0,0,0,1,,,,,0,
2532784948,0,,0,0,0,1,,,,,0,
2494336834,0,,0,0,0,1,,,,,0,
2631627169,0,,0,0,0,2,,,,,0,
2485887921,4.8333333333333339,,0,0,0,3.833333333333333,,,,,0,
2255050269,0,,0,0,0,1,,,,,0,
1803790256,0,,0,0,0,1,,,,,0,
2274638622,1,,0,0,0,1,,,,,0,
2633718970,0,,0,0,0,1,,,,,0,
2793699193,0,,0,0,0,4,,,,,0,
2488538402,1,,0,0,0,2,,,,,0,
2565022564,0,,0,0,0,1,,,,,0,
2665316409,0,,0,0,0,1,,,,,0,
3139414661,1,,0,0,0,1,,,,,0,
3115973918,0,,0,0,0,1,,,,,0,
2890286531,0,,0,0,0,1,,,,,0,
2275598464,0,,0,0,0,1,,,,,0,
2645490444,7,,0,0,0,1,4.9999999999999991,,,7,0,
2751929551,1,,0,0,0,1,2,,,4,0,
2370924597,0,,0,0,0,1,,,,,0,
2651501258,0,,0,0,0,1,,,,,0,
2418802163,0,,0,0,0,1,,,,,0,
2582946207,1,,0,0,0,2,,,,,0,
2804613442,0,,0,0,0,1,,,,,0,
1439680017,1,,0,0,0,4,,,,,0,
2259366606,0,,0,0,0,1,,,,,0,
2349717691,0,,0,0,0,1,,,,,0,
2989680886,1,,0,0,0,1,,,,,0,
2116712728,0,,0,0,0,1,,,,,0,
2753660781,1,,0,0,0,1,,,,,0,
2488378885,0,,0,0,0,1,,,,,0,
2557622909,4,,0,0,0,1,,,,,0,
3216063429,0,,0,0,0,2,,,,,0,
2702441364,0,,0,0,0,3,,,,,0,
2664854318,0,,0,0,0,1,,,,,0,
2059660178,0,,0,0,0,1.5,,,,,0,
2116306652,0,,0,0,0,1,,,,,0,
2495471652,0,,0,0,0,2,,,,,0,
2528549679,2,,0,0,0,2,,,,,0,
3121674163,0,,0,0,0,1,,,,,0,
2886374450,0,,0,0,0,1,,,,,0,
2501192383,0,,0,0,0,1,,,,,0,
3116637620,0,,0,0,0,1,,,,,0,
2275585870,0,,0,0,0,1,,,,,0,
2521600496,0,,0,0,0,1,,,,,0,
2570352678,0,,0,0,0,1,,,,,0,
2311419790,0,,0,0,0,2.5,,,,,0,
2708079172,0,,0,0,0,1,,,,,0,
2110782478,0,,0,0,0,1,,,,,0,
2013147221,0,,0,0,0,1,,,,,0,
2918227041,0,,0,0,0,1,,,,,0,
2493206047,0,,0,0,0,1,,,,,0,
2152211568,0,,0,0,0,1,,,,,0,
2113917839,1,,0,0,0,2,,,,,0,
2108228460,0,,0,0,0,4,,,,,0,
3044910705,0,,0,0,0,1,,,,,0,
2637941255,0,,0,0,0,1,,,,,0,
2105660635,0,,0,0,0,1,,,,,0,
2644004226,0,,0,0,0,1,,,,,0,
2100293169,0,,0,0,0,1,,,,,0,
2109314310,0,,0,0,0,3,,,,,0,
2160060766,0,,0,0,0,1,,,,,0,
3174442760,0,,0,0,0,1,,,,,0,
2415563377,0,,0,0,0,1,,,,,0,
2983747106,0,,0,0,0,1,,,,,0,
2504473365,0,,0,0,0,1,,,,,0,
2570190269,0,,0,0,0,1,,,,,0,
2960853621,0,,0,0,0,1,,,,,0,
2523619957,0,,0,0,0,1,,,,,0,
2476366546,0,,0,0,0,1,,,,,0,
2744515439,0,,0,0,0,1,,,,,0,
2239619544,0,,0,0,0,1,,,,,0,
2209537170,0,,0,0,0,1,,,,,0,
3186084827,0,,0,0,0,1,,,,,0,
2157229236,0,,0,0,0,1,,,,,0,
3119660924,0,,0,0,0,1,,,,,0,
2674131329,0,,0,0,0,1,,,,,0,
1934660618,0,,0,0,0,2,,,,,0,
2730029396,0,,0,0,0,1,,,,,0,
2994476370,0,,0,0,0,1,,,,,0,
2620365366,0,,0,0,0,1,,,,,0,
2486916272,0,,0,0,0,1,,,,,0,
2651481578,2,,0,0,0,1,,,,,0,
3005752975,1,,0,0,0,1,,,,,0,
2344646464,3,,0,0,0,1,,,,,0,
3096216316,0,,0,0,0,1,,,,,0,
2899062144,0,,0,0,0,1,,,,,0,
2704628936,0,,0,0,0,1,,,,,0,
2607419948,0,,0,0,0,2,,,,,0,
3007007051,0,,0,0,0,8,,,,,0,
2483201897,0,,0,0,0,1,,,,,0,
3014128667,0,,0,0,0,1,,,,,0,
2895153552,0,,0,0,0,1,,,,,0,
2688697796,0,,0,0,0,1,,,,,0,
2702356629,0,,0,0,0,1,,,,,0,
2633247151,0,,0,0,0,1,,,,,0,
2236283696,0,,0,0,0,1,,,,,0,
3014315439,0,,0,0,0,1,,,,,0,
2689065120,0,,0,0,0,1,,,,,0,
3198559984,0,,0,0,0,1,,,,,0,
2695135846,0,,0,0,0,1,,,,,0,
2626354793,2,,0,0,0,1,,,,,0,
2600680231,0,,0,0,0,73,,,,,0,
2675231905,0,,0,0,0,1,,,,,0,
2730947812,0,,0,0,0,1,,,,,0,
2622533142,0,,0,0,0,1,,,,,0,
2290855197,0,,0,0,0,4,,,,,0,
3214209109,18,,0,0,0,1,,,,,0,
2565440911,0,,0,0,0,5,,,,,0,
2480694686,0,,0,0,0,1,,,,,0,
3188390523,0,,0,0,0,1,,,,,0,
2724467006,1,,0,0,0,1,,,,,0,
2699999324,0,,0,0,0,1,,,,,0,
2799199688,0,,0,0,0,1,,,,,0,
2695251797,0,,0,0,0,1,,,,,0,
2628427286,0,,0,0,0,1,,,,,0,
2108702600,1,,0,0,0,1,,,,,0,
2516903911,0,,0,0,0,1,,,,,0,
2322124435,0,,0,0,0,1,,,,,0,
2498446982,0,,0,0,0,1,,,,,0,
2485889825,0,,0,0,0,1,,,,,0,
2704246031,0,,0,0,0,1,,,,,0,
951662742,0,,0,0,0,1,,,,,0,
2687785138,0,,0,0,0,1,,,,,0,
3211676585,1,,0,0,0,1,,,,,0,
2610408397,1,,0,0,0,2,2.5,,,5,0,
2308094330,0,,0,0,0,1,,,,,0,
2706263364,0,,0,0,0,1,,,,,0,
2257182690,0,,0,0,0,1,,,,,0,
